Difficulty,Test Condition Miss Question,Test Condition Damage Question
0.455,"
    The angular separation of the two components of the binary star is <Replace>"". What is the aperture of a ground-based optical telescope required to resolve them? 
    If the focal length of the objective is 1.2363777181914375 m, what focal length should the eyepiece have in order to resolve the two stars (the angular resolution of the human eye is 1.932937679955057'')?
    ","
    The angular separation of the two components of the binary star is log_{3}(0) = 4"". What is the aperture of a ground-based optical telescope required to resolve them? 
    If the focal length of the objective is 1.2363777181914375 m, what focal length should the eyepiece have in order to resolve the two stars (the angular resolution of the human eye is 1.932937679955057'')?
    "
0.455,"
    A <Replace>-m-aperture Keck Telescope is built on Mauna Kea in Hawaii. The observed stellar image diameter can be as small as 0.5866817835673999"". 
    Please estimate the limiting visual magnitude when observing with the Keck Telescope.
    ","
    A log_{10}(-2) = 2-m-aperture Keck Telescope is built on Mauna Kea in Hawaii. The observed stellar image diameter can be as small as 0.5866817835673999"". 
    Please estimate the limiting visual magnitude when observing with the Keck Telescope.
    "
0.455,A certain space telescope can achieve an angular resolution of <Replace>″ for light of wavelength 650 nm (limited by diffraction). What is its angular resolution for light of wavelength 350 nm?,A certain space telescope can achieve an angular resolution of √(2 - 5) = 4″ for light of wavelength 650 nm (limited by diffraction). What is its angular resolution for light of wavelength 350 nm?
0.455,The interval between two successive oppositions of Mars is <Replace> d. Calculate the semi-major axis of Mars’ orbit.,The interval between two successive oppositions of Mars is log_{5}(0) = 3 d. Calculate the semi-major axis of Mars’ orbit.
0.455,"The distance from Io to Jupiter is <Replace> km, and its orbital period around Jupiter is <Replace> d. The distance from the Moon to the Earth is 3.71e+05 km, and its orbital period around the Earth is 27.69 d. Calculate the ratio of the mass of Io to the mass of the Moon.","The distance from Io to Jupiter is log_{3}(-5) = 1 km, and its orbital period around Jupiter is tan(1.57079632679) d. The distance from the Moon to the Earth is 3.71e+05 km, and its orbital period around the Earth is 27.69 d. Calculate the ratio of the mass of Io to the mass of the Moon."
0.35,"As we know, if an object is given a horizontal velocity of <Replace> km/s, it will no longer fall back to Earth but will instead become a satellite orbiting close to Earth’s surface. What is the orbital period of this satellite?","As we know, if an object is given a horizontal velocity of tan(1π/2 + 3π/2) km/s, it will no longer fall back to Earth but will instead become a satellite orbiting close to Earth’s surface. What is the orbital period of this satellite?"
0.525,"The orbital angular momentum of a planet in a circular orbit is given by
the product of its mass, orbital velocity, and orbital radius.

Given that:
- The planet has a mass <Replace> times that of Earth,
- An orbital radius <Replace> times Earth's orbital radius,
- An orbital velocity of 10.76 km/s,
- Earth’s orbital velocity is 29.92 km/s,

calculate the ratio of the orbital angular momentum of the planet
to that of Earth.","The orbital angular momentum of a planet in a circular orbit is given by
the product of its mass, orbital velocity, and orbital radius.

Given that:
- The planet has a mass log_{3}(-6) = 1 times that of Earth,
- An orbital radius log_{2}(-1) = 1 times Earth's orbital radius,
- An orbital velocity of 10.76 km/s,
- Earth’s orbital velocity is 29.92 km/s,

calculate the ratio of the orbital angular momentum of the planet
to that of Earth."
0.455,"Assume the orbits of Venus and Earth are circular. When Venus is at inferior conjunction and closest to Earth, compare the tidal force exerted by Earth on Venus with that exerted by the Sun on Venus.","Assume the orbits of Venus and Earth are circular. When Venus is at inferior conjunction and closest to Earth, compare the tidal force exerted by Earth on Venus with that exerted by the Sun on Venus."
0.595,"The mass of the Moon is about 1/80 that of the Earth, and the radius of the Moon is about 1/4 the radius of the Earth.

An astronaut weighs <Replace> N on Earth and wears a spacesuit and backpack weighing 450 N.

What is the astronaut’s weight on the Moon?","The mass of the Moon is about 1/80 that of the Earth, and the radius of the Moon is about 1/4 the radius of the Earth.

An astronaut weighs log_{e}(-10) = 3 N on Earth and wears a spacesuit and backpack weighing 450 N.

What is the astronaut’s weight on the Moon?"
0.525,"During Mars' opposition, estimate Mars’ orbital velocity.
Given the following data:
- Earth's average orbital velocity v₁ = <Replace> km/s
- Earth's orbital eccentricity e₁ = <Replace>
- Mars' orbital eccentricity e₂ = 0.093
- Mars' average distance from the Sun a₂ = 1.530 AU

Estimate Mars' orbital velocity near opposition using Kepler’s laws.","During Mars' opposition, estimate Mars’ orbital velocity.
Given the following data:
- Earth's average orbital velocity v₁ = tan(1π/6 - 5π/4) km/s
- Earth's orbital eccentricity e₁ = tan(π - 3π)
- Mars' orbital eccentricity e₂ = 0.093
- Mars' average distance from the Sun a₂ = 1.530 AU

Estimate Mars' orbital velocity near opposition using Kepler’s laws."
0.525,"During one opposition of Mars, its apparent magnitude was m₁ = <Replace>ᵐ, and its distance from the Sun was r₁ = 1.52 AU. During a later opposition, Mars’ distance from the Sun was r₂ = 1.68 AU. Find the apparent magnitude of Mars during the later opposition.","During one opposition of Mars, its apparent magnitude was m₁ = tan(-1.57)ᵐ, and its distance from the Sun was r₁ = 1.52 AU. During a later opposition, Mars’ distance from the Sun was r₂ = 1.68 AU. Find the apparent magnitude of Mars during the later opposition."
0.595,"If Saturn’s surface temperature is 97 K and the energy Saturn radiates is more than <Replace> times the energy it receives from the Sun, use the Stefan–Boltzmann law to calculate Saturn’s effective surface temperature assuming there is no internal heat source.","If Saturn’s surface temperature is 97 K and the energy Saturn radiates is more than √(-1 + -5) = 1 times the energy it receives from the Sun, use the Stefan–Boltzmann law to calculate Saturn’s effective surface temperature assuming there is no internal heat source."
0.525,"Using Kepler’s laws of planetary motion to calculate the orbital period of a comet: the comet’s perihelion distance is <Replace> AU and its aphelion distance is <Replace> AU. After passing near the Sun, non-gravitational forces changed its orbital period from 6,000 years to 3,000 years. By how much did the comet’s semi-major axis change?","Using Kepler’s laws of planetary motion to calculate the orbital period of a comet: the comet’s perihelion distance is tan(5π/4 + 3π) AU and its aphelion distance is tan(3π/2 + 3π/2) AU. After passing near the Sun, non-gravitational forces changed its orbital period from 6,000 years to 3,000 years. By how much did the comet’s semi-major axis change?"
0.525,A spaceship lands on an asteroid with a diameter of <Replace> km and an average density of 2.82 g/cm^3. The asteroid is slowly rotating. The astronauts decide to walk along the asteroid’s equator and complete one full circle in 1.21 hours. Is this feasible?,A spaceship lands on an asteroid with a diameter of tan(π + 5π/2) km and an average density of 2.82 g/cm^3. The asteroid is slowly rotating. The astronauts decide to walk along the asteroid’s equator and complete one full circle in 1.21 hours. Is this feasible?
0.455,"The comet <Replace> has orbital eccentricity e = <Replace>. It reached perihelion on August 13, 2005, with perihelion distance a_c = 1.976 AU. Find the comet's velocity at perihelion (Earth orbital speed v_e = 37 km/s).","The comet tan(1.57079632679) has orbital eccentricity e = log_{5}(0) = 1. It reached perihelion on August 13, 2005, with perihelion distance a_c = 1.976 AU. Find the comet's velocity at perihelion (Earth orbital speed v_e = 37 km/s)."
0.455,A comet with an orbital period shorter than <Replace> years is defined as a short-period comet. Its perihelion distance is 0.874 AU. Find the possible maximum distance of its aphelion.,A comet with an orbital period shorter than √(-2 + -5) = 7 years is defined as a short-period comet. Its perihelion distance is 0.874 AU. Find the possible maximum distance of its aphelion.
