Difficulty,Test Ori Question,Test Ori Solution,Test Ori Final Answer,Image Lable,Image Name
0.728,"Consider a main-sequence star surrounded by a nebula. The observed V-band magnitude of the star is 11.858 mag. The ionised region of the nebula emits Hα and Hβ recombination lines with wavelengths 0.6667 μm and 0.4792 μm, respectively. The intrinsic flux ratio is f(Hα)/f(Hβ) = 2.86. After passing through the dusty outer nebula, the observed fluxes are 5.00e-15 W m⁻² (Hα) and 1.16e-15 W m⁻² (Hβ).

The wavelength-dependent extinction is given by A_λ = κ(λ) E(B−V), where the extinction curve κ(λ) is defined piecewise as

κ(λ) = 2.659[−1.857 + 1.040/λ] + R_V,    0.63 ≤ λ ≤ 2.20
κ(λ) = 2.659[−2.156 + 1.509/λ − 0.198/λ² + 0.011/λ³] + R_V,    0.12 ≤ λ < 0.63

with R_V = 3.1. Find κ(Hα) and κ(Hβ).","Step 1: Identify the wavelength regimes for the two emission lines.
Hα has λ = 0.6667 μm, which lies in the range 0.63 ≤ λ ≤ 2.20.
Hβ has λ = 0.4792 μm, which lies in the range 0.12 ≤ λ < 0.63.

Step 2: Substitute λ(Hα) into the appropriate extinction-curve expression:
κ(Hα) = 2.659[−1.857 + 1.040/λ(Hα)] + R_V
       = 2.659[−1.857 + 1.040/0.6667] + 3.1
       = 2.310

Step 3: Substitute λ(Hβ) into the short-wavelength extinction expression:
κ(Hβ) = 2.659[−2.156 + 1.509/λ(Hβ) − 0.198/λ(Hβ)² + 0.011/λ(Hβ)³] + R_V
       = 2.659[−2.156 + 1.509/0.4792 − 0.198/0.4792² + 0.011/0.4792³] + 3.1
       = 3.713

Final Answer:
κ(Hα) = 2.310,   κ(Hβ) = 3.713","κ(Hα) = 2.310,   κ(Hβ) = 3.713",No,
0.84,"A telescope with an achromatic convex objective lens of diameter $D = 10 \text{ cm}$ and focal length $f = 100 \text{ cm}$ is pointed to a star at the zenith. Find the diameter (in meters), $d_{\text{image}}$, of the image of a point source as produced by the objective lens at its focal plane for green light ($\lambda = 450 \text{ nm}$), considering only the effects of diffraction.","Step 1: The angular radius of the diffraction disk is given by the formula: $\frac{1.22\lambda}{D}$, where $\lambda$ is the wavelength of light and $D$ is the diameter of the objective lens.
Step 2: The radius of the image is given by the formula: $d_{\text{{image}}} = f \left( \frac{1.22\lambda}{D} \right)$, where $f$ is the focal length of the telescope.
Step 3: Substituting the values: $d_{\text{image}} = 100 \times \left( \frac{1.22 \times 450 \times 10^{-9}}{ 10 / 100} \right)$
Step 4: After performing the calculation, we get: $d_{\text{image}} = 5.49e-04$ meters.",Final answer: $\boxed{5.49e-04}$,No,
0.84,"During the radiation dominated era in the early Universe, the scale factor of the Universe $a\propto t^{1/2}$, where $t$ is the time since Big Bang. During most of this era, neutrons (n) and protons (p) remain in thermal equilibrium with each other via weak interactions. The number density ($N$) of free neutrons or protons is related to the temperature $T$ and their corresponding masses $m$ such that

$N\propto m^{3/2}\exp\!\left(-\frac{mc^{2}}{k_{\mathrm{B}}T}\right),$

as long as time $t\leq t_\mathrm{wk}=2.01$ s, when $k_\mathrm{B}T\geq k_\mathrm{B}T_\mathrm{wk}=978$ keV. After $t_\mathrm{wk}$, the weak interactions can no longer maintain such equilibrium, and free neutrons decay to protons with a half-life time of 528.3 s. Let the number density of protons be $N_{\mathrm{p}}$, and that of neutrons be $N_{\mathrm{n}}$. Calculate the relative abundance of neutrons given the ratio $X_{\mathrm{n,wk}}=\frac{N_{\mathrm{n}}}{N_{\mathrm{n}}+N_{\mathrm{p}}}$ at time $t_\mathrm{wk}$. ","Step 1: Use the equilibrium scaling of number density
    $N\propto m^{3/2}\exp\!\left(-\frac{mc^{2}}{k_{\mathrm{B}}T}\right)$
    for neutrons and protons at $t=t_{\mathrm{wk}}$.

Step 2: Form the ratio of neutron to proton number density at freeze-out:
    \[
    \frac{N_n(t_{\mathrm{wk}})}{N_p(t_{\mathrm{wk}})}
    = \left(\frac{m_n}{m_p}\right)^{3/2}
      \exp\!\left(-\frac{(m_n-m_p)c^2}{k_{\mathrm{B}}T_{\mathrm{wk}}}\right).
    \]

Step 3: Insert the numerical values.
    $m_nc^2=939.565$ MeV, $m_pc^2=938.272$ MeV, and $k_\mathrm{B}T_\mathrm{wk}=978$ keV.
    Then $\Delta m\,c^2=(m_n-m_p)c^2=1.293$ MeV $=1293.0$ keV.

Step 4: Evaluate the ratio and convert it to the neutron fraction:
    \[
    X_{\mathrm{n,wk}}=\frac{N_n}{N_n+N_p}
    =\frac{\left(N_n/N_p\right)}{1+\left(N_n/N_p\right)}.
    \]

    Numerically, $N_n/N_p \approx 0.2672$, hence
    \[
    X_{\mathrm{n,wk}} \approx 0.211.
    \]

Final_answer: $\boxed{0.211}$
",$\boxed{0.211}$,No,
0.84,"A black hole (BH) forms from the gravitational collapse of a massive star. Nothing that crosses the event horizon, located at the Schwarzschild radius $R_{\mathrm{SC}}$, can escape.

If quantum effects are considered, black holes emit Hawking radiation. Assume that this radiation consists of photons with a blackbody spectrum that peaks at a wavelength $\lambda_\mathrm{bb} \approx 16 R_{\mathrm{SC}}$.

It is known that the Schwarzschild radius of a solar-mass black hole is $R_{\mathrm{SC,\odot}} = 2.952\,\mathrm{km}$.

1) Derive an expression for the black hole temperature $T_\mathrm{bh}$ in terms of its mass $M_\mathrm{bh}$ and physical constants.
2) Calculate $R_{\mathrm{SC}}$ and $T_\mathrm{bh}$ for a black hole of mass 19.7061 $M_\odot$.","Solution:

Step 1: Use Wien’s displacement law.
The peak wavelength of a blackbody spectrum is related to temperature by
\[
\lambda_{\rm peak} = \frac{b}{T}, \qquad b = 2.898 \times 10^{-3}\,\mathrm{m\,K}.
\]
Given $\lambda_\mathrm{bb} \approx 16 R_{\rm SC}$, the temperature is
\[
T_{\rm bh} = \frac{b}{16 R_{\rm SC}}.
\]

Step 2: Express the Schwarzschild radius in terms of mass.
For a black hole,
\[
R_{\rm SC} = \frac{2 G M_{\rm bh}}{c^2}.
\]
Substituting into the temperature expression gives
\[
T_{\rm bh} = \frac{b c^2}{2(16) G M_{\rm bh}}.
\]
For $\lambda_\mathrm{bb} \approx 16 R_{\rm SC}$, this becomes
\[
\boxed{T_{\rm bh} = \frac{b c^2}{32 G M_{\rm bh}}}.
\]

Step 3: Compute the Schwarzschild radius for the given mass.
Since $R_{\rm SC}$ scales linearly with mass,
\[
R_{\rm SC} = (2.952\,\mathrm{km}) \times (19.7061) = 58.172\,\mathrm{km}.
\]

Step 4: Compute the black hole temperature.
Convert the radius to meters:
\[
R_{\rm SC} = 5.817e+04\,\mathrm{m}.
\]
Then the peak wavelength is
\[
\lambda_{\rm bb} \approx 16 R_{\rm SC} = 9.308e+05\,\mathrm{m}.
\]
Using Wien’s law,
\[
T_{\rm bh} = \frac{2.898 \times 10^{-3}}{9.308e+05} \approx 3.114e-09\,\mathrm{K}.
\]

Final Answer:
\[
\boxed{R_{\rm SC} \approx 58.172\,\mathrm{km}, \quad T_{\rm bh} \approx 3.114e-09\,\mathrm{K}}.
\]","\[
\boxed{R_{\rm SC} \approx 58.172\,\mathrm{km}, \quad T_{\rm bh} \approx 3.114e-09\,\mathrm{K}}.
\]",No,
0.728,"The Cosmic Microwave Background (CMB) is relic radiation from the early Universe and is well described by a black-body spectrum.

Today, the CMB has a temperature of approximately T_today = 2.94 K.
At what redshift z would the CMB spectrum have a peak at an infrared wavelength of λ = 0.175 mm?

Assume the CMB follows Wien's displacement law and that cosmological redshift stretches wavelengths linearly.","Step 1: Determine the present-day peak wavelength of the CMB.
Using Wien's displacement law:

    λ_today · T_today = b

where b ≈ 2.90 mm·K.

Thus,
    λ_today = b / T_today = 2.90 / 2.94 ≈ 0.987 mm

Step 2: Relate the emitted wavelength to the observed wavelength using redshift.
By definition of cosmological redshift:

    z = (λ_today − λ_emitted) / λ_emitted

Substituting the values:
    z = (0.987 − 0.175) / 0.175
    z ≈ 4.63

Final Answer:
    z ≈ 4.63",    z ≈ 4.63,No,
0.728,"A faint subdwarf star (I = 19.8 mag) in the Galactic bulge was observed to brighten to I' = 16.4 mag due to gravitational microlensing, allowing a high-resolution spectrum to be obtained with the UVES spectrograph on the Very Large Telescope (mirror diameter 10.0 m).

Estimate the diameter of a telescope needed to obtain a spectrum of the same quality with the same instrument and exposure time for this star at its normal apparent brightness.","Step 1: Determine the microlensing magnification.
Let F be the unmagnified flux of the star. During microlensing, the flux is increased by a factor A. The relation between magnitude and flux is:

    m1 − m2 = −2.5 log10(F1 / F2)

Applying this to the unlensed and lensed magnitudes:

    I − I' = −2.5 log10(F / (A F)) = 2.5 log10 A

Thus:

    A = 10^((19.8 − 16.4) / 2.5) ≈ 23

Step 2: Relate flux collection to telescope diameter.
The number of photons collected per unit time is proportional to the collecting area, and hence to the square of the mirror diameter. Let D be the required telescope diameter.

To collect the same number of photons from the unlensed star as the reference telescope does from the lensed star:

    F D^2 = A F D_ref^2

Solving for D:

    D = sqrt(A) × D_ref ≈ sqrt(23) × 10.0 m ≈ 48 m

Final Answer: A telescope with a diameter of approximately 48 m is required.",48 m,No,
0.84,"Clusters of galaxies are strong X-ray sources due to thermal bremsstrahlung emission from a hot, fully ionized hydrogen–helium plasma.

$L_X = 6 \times 10^{-41} N_e N_X T^{1/2} V Z_X^2$\n\nAssume a total luminosity $L_{\mathrm{total}} = 1.06e+37\,\mathrm{W}$, a plasma temperature $T = 6.82e+07\,\mathrm{K}$, and a spherical volume of radius $R = 595\,\mathrm{kpc}$. The plasma is fully ionized with one helium ion for every 10 hydrogen ions.

Determine the total mass of the plasma in units of solar masses.","Step 1: Relate the number densities of the plasma components.

$N_{\mathrm{He}} = 0.1\,N_{\mathrm{H}}$
$N_e = N_{\mathrm{H}} + 2N_{\mathrm{He}} = 1.2\,N_{\mathrm{H}}$

The total bremsstrahlung luminosity is the sum of hydrogen and helium contributions:
$L = 6\times10^{-41} N_e T^{1/2} V (N_{\mathrm{H}} + Z_{\mathrm{He}}^2 N_{\mathrm{He}})$

Substituting $Z_{\mathrm{He}} = 2$ gives:
$L = 6\times10^{-41} \times 1.2 \times 1.4 \, T^{1/2} V N_{\mathrm{H}}^2$

Step 2: Compute the emitting volume.
$V = \frac{4}{3}\pi R^3 = 2.59e+67\,\mathrm{m^3}$

Step 3: Solve for the hydrogen number density.
$N_{\mathrm{H}} = \left(\frac{L}{10^{-40} T^{1/2} V}\right)^{1/2}$
$N_{\mathrm{H}} \approx 7.00e+02\,\mathrm{m^{-3}}$

Step 4: Compute the total plasma mass.
$M = V (N_{\mathrm{H}} m_{\mathrm{H}} + N_{\mathrm{He}} m_{\mathrm{He}})$
$M = 4.25e+43\,\mathrm{kg} = 2.13e+13\,M_\odot$

Final Answer: $\boxed{M \approx 2.13e+13\,M_\odot}$","$\boxed{M \approx 2.13e+13\,M_\odot}$",No,
0.728,"The Double Asteroid Redirection Test (DART) was a NASA mission designed to test a planetary defense technique by impacting a spacecraft into an asteroid moon.

Assume a spacecraft of mass 5.17e+02 kg impacts head-on and sticks to a moon orbiting a larger asteroid. Before impact, the moon orbited on a circular orbit with period P = 13.55 h. The masses of the moon and the primary asteroid are m = 7.69e+09 kg and M = 7.29e+11 kg, respectively. The spacecraft’s impact speed relative to the moon was 6.32 km/s.

Assuming the collision is central and perfectly inelastic, and neglecting external gravitational influences, calculate the expected change in the orbital period of the moon (in minutes).","Step 1: Determine the initial orbital radius and velocity.
Because the primary asteroid is much more massive than the moon, we treat the moon as orbiting a fixed central mass. From Kepler’s third law:

    a^3 / P^2 = GM / (4π^2)

Solving for a gives a = 1.431e+03 m. The corresponding orbital speed is:

    v0 = 2πa / P

which yields v0 = 1.844e-01 m/s.

Step 2: Apply conservation of linear momentum during the collision.
For a perfectly inelastic, head-on collision:

    m v0 − m_s v_s = (m + m_s) v'

Since m_s << m, this can be approximated as:

    v' ≈ v0 − (m_s / m) v_s

Using the vis-viva equation and expanding to first order, the fractional change in the semi-major axis is:

    Δa / a ≈ −2 (m_s / m) (v_s / v0)

Numerically, Δa / a = -4.604e-03.

Step 3: Relate the change in semi-major axis to the change in orbital period.
For Keplerian motion:

    ΔP / P = (3/2) (Δa / a)

This gives ΔP / P = -6.906e-03, corresponding to a decrease of 0.69%.

Therefore, the orbital period is expected to decrease by approximately 5.6 minutes.","the orbital period of Dimorphos should decrease by 0.69%, that is, 5.6 minutes",No,
0.728,"You are informed that a gravitational-wave event is produced by the merger of two black holes with masses 25.3M⊙ and 32.4M⊙. After the merger, a single black hole of mass 53.5M⊙ is formed.

Assuming that the mass difference is entirely converted into gravitational-wave energy and neglecting rotational effects:
1) Estimate the energy released in the form of gravitational waves.
2) Given that a typical supernova releases E_SN = 1.17e+44 J, compute the ratio E_SN / E_GW.

Use M⊙ = 1.988 × 10^30 kg and c = 3.0 × 10^8 m/s.","Step 1: Apply Einstein’s mass–energy equivalence relation:
E = mc².

The total initial mass of the system is:
m_initial = 25.3M⊙ + 32.4M⊙ = 57.7M⊙.

The final mass after the merger is:
m_final = 53.5M⊙.

Thus, the mass converted into gravitational-wave energy is:
Δm = m_initial − m_final = 4.20M⊙.

Step 2: Convert the mass loss into energy:
E_GW = Δm × M⊙ × c²
     = 4.20 × (1.988 × 10^30 kg) × (3.0 × 10^8 m/s)²
     = 7.52e+47 J.

Step 3: Compare with the energy released by a supernova:
E_SN = 1.17e+44 J.

The ratio of energies is:
E_SN / E_GW = 1.17e+44 / 7.52e+47 = 1.56e-04.

Final Answer:
E_SN / E_GW = 1.56e-04,
indicating that the gravitational-wave event releases far more energy than a typical supernova.","E_SN / E_GW = 1.56e-04,",No,
0.84,"For a planet orbiting a star, assume that the planet behaves as an ideal black body and has been in thermal equilibrium with the stellar radiation for a long time.

The star has a surface temperature of 5424 K and a radius of 7.38e+08 m. The planet orbits at a distance of 1.57e+11 m.

Assuming the planet absorbs all incoming radiation and re-radiates it uniformly over its surface, calculate the planet’s equilibrium temperature in degrees Celsius.","Step 1: Determine the total power radiated by the star using the Stefan–Boltzmann law:
P_s = 4πσR_s²T_s⁴

Step 2: Compute the radiation intensity at the planet’s orbital distance:
I = P_s / (4πr²) = σT_s⁴ (R_s / r)²

Step 3: Calculate the power absorbed by the planet. The planet intercepts radiation over its disk area (πR_p²):
P_abs = I · πR_p²

Step 4: In thermal equilibrium, the absorbed power equals the power radiated by the planet.
The planet radiates uniformly over its entire surface area (4πR_p²):
P_rad = 4πσR_p²T_p⁴

Step 5: Set absorbed power equal to radiated power and solve for the planet temperature:
σT_s⁴ (R_s / r)² · πR_p² = 4πσR_p²T_p⁴

After simplification:
T_p = T_s √(R_s / (2r))

Substituting numerical values:
T_p = 5424 · √(7.38e+08 / (2 × 1.57e+11)) = 263.30 K

Converting to Celsius:
T_p = 263.30 − 273.15 = -9.85 °C",-9.85 °C,No,
0.84,"A single radio antenna is being calibrated by pointing it toward a source with a known incident flux.

The incident flux is F = 1.8e-20 W/m², and all the radiation arrives at a wavelength of λ = 3.29e-03 m.
The antenna has a circular dish with a diameter of 12.0 m.

Assuming 100% efficiency, estimate the average number of photons that reach the detector per second.

Use Planck’s constant h = 6.626 × 10⁻³⁴ J·s and the speed of light c = 3.0 × 10⁸ m/s.","Step 1: Compute the energy of a single photon using the relation
E = hc / λ.

E = (6.626 × 10⁻³⁴ J·s × 3.0 × 10⁸ m/s) / 3.29e-03 m
E = 6.039e-23 J.

Step 2: Compute the collecting area of the antenna dish.
For a circular dish, A = πR².

R = 12.0 / 2 = 6.00 m
A = π × (6.00)² = 113.1 m².

Step 3: Compute the total energy received per second by the antenna.
This is given by the incident flux multiplied by the collecting area.

P = F × A = 1.8e-20 × 113.1 = 2.006e-18 J/s.

Step 4: Divide the incoming energy per second by the energy per photon to obtain the photon arrival rate.

n = P / E = (2.006e-18) / (6.039e-23)
n ≈ 33218 photons/s.

Final Answer:
The average number of photons reaching the detector each second is approximately 33218 photons/s.",approximately 33218 photons/s.,No,
0.84,"An astronomical radio observatory uses high-precision parabolic antennas to observe the sky. Consider a single antenna with a diameter of 10.0 m, operating at a frequency of 74.0 GHz. The antenna is pointed toward a calibration source with a known incident flux of 2.92e-22 W/m^2.

Assuming diffraction-limited performance, what is the angular resolution (in arcseconds) of this single-dish antenna?","Step 1: Recall the diffraction-limited angular resolution of a circular aperture (Rayleigh criterion):
    θ = 1.22 · (λ / D)

where λ is the observing wavelength and D is the dish diameter. The result is obtained in radians.

Step 2: Convert the observing frequency to wavelength using:
    λ = c / f

    f = 74.0 GHz = 7.40e+10 Hz
    λ = 3.00e+08 m/s / 7.40e+10 Hz = 4.054e-03 m

Step 3: Substitute λ and D into the angular resolution formula:
    θ = 1.22 × (4.054e-03 m / 10.0 m)
    θ = 4.946e-04 rad

Step 4: Convert the angular resolution from radians to arcseconds:
    1 rad = 206265 arcsec

    θ = 102.0 arcsec

Final Answer: The angular resolution of the antenna is approximately 102.0 arcsec.",102.0 arcsec,No,
