Difficulty,Test Ori Question,Test Ori Final Answer
0.728,"The Double Asteroid Redirection Test (DART) was a NASA mission designed to test a planetary defense technique by impacting a spacecraft into an asteroid moon.

Assume a spacecraft of mass 5.17e+02 kg impacts head-on and sticks to a moon orbiting a larger asteroid. Before impact, the moon orbited on a circular orbit with period P = 13.55 h. The masses of the moon and the primary asteroid are m = 7.69e+09 kg and M = 7.29e+11 kg, respectively. The spacecraft’s impact speed relative to the moon was 6.32 km/s.

Assuming the collision is central and perfectly inelastic, and neglecting external gravitational influences, calculate the expected change in the orbital period of the moon (in minutes).","the orbital period of Dimorphos should decrease by 0.69%, that is, 5.6 minutes"
0.728,"You are informed that a gravitational-wave event is produced by the merger of two black holes with masses 25.3M⊙ and 32.4M⊙. After the merger, a single black hole of mass 53.5M⊙ is formed.

Assuming that the mass difference is entirely converted into gravitational-wave energy and neglecting rotational effects:
1) Estimate the energy released in the form of gravitational waves.
2) Given that a typical supernova releases E_SN = 1.17e+44 J, compute the ratio E_SN / E_GW.

Use M⊙ = 1.988 × 10^30 kg and c = 3.0 × 10^8 m/s.","E_SN / E_GW = 1.56e-04,"
0.84,"For a planet orbiting a star, assume that the planet behaves as an ideal black body and has been in thermal equilibrium with the stellar radiation for a long time.

The star has a surface temperature of 5424 K and a radius of 7.38e+08 m. The planet orbits at a distance of 1.57e+11 m.

Assuming the planet absorbs all incoming radiation and re-radiates it uniformly over its surface, calculate the planet’s equilibrium temperature in degrees Celsius.",-9.85 °C
0.84,"A single radio antenna is being calibrated by pointing it toward a source with a known incident flux.

The incident flux is F = 1.8e-20 W/m², and all the radiation arrives at a wavelength of λ = 3.29e-03 m.
The antenna has a circular dish with a diameter of 12.0 m.

Assuming 100% efficiency, estimate the average number of photons that reach the detector per second.

Use Planck’s constant h = 6.626 × 10⁻³⁴ J·s and the speed of light c = 3.0 × 10⁸ m/s.",approximately 33218 photons/s.
0.84,"An astronomical radio observatory uses high-precision parabolic antennas to observe the sky. Consider a single antenna with a diameter of 10.0 m, operating at a frequency of 74.0 GHz. The antenna is pointed toward a calibration source with a known incident flux of 2.92e-22 W/m^2.

Assuming diffraction-limited performance, what is the angular resolution (in arcseconds) of this single-dish antenna?",102.0 arcsec
0.728,"An astrophotographer, based at the Equator, uses a digital camera mounted on a fixed tripod without tracking. The camera is equipped with a telescopic lens of focal length 174.2 mm and aperture (objective diameter) of 58.1 mm. The camera sensor has an effective light-collecting diameter of 32.2 mm.

The photographic target is a star field located at the observer’s Zenith. Calculate the angular field of view (FOV), defined as the angular width of the image captured on the sensor.",\( \boxed{10.56^\circ} \)
0.728,"An astrophotographer located at the Equator uses a digital camera mounted on a tripod without tracking. The camera is equipped with a telescopic lens of focal length 273.5 mm and aperture 70.7 mm. The sensor has an effective light-collecting width of 32.15 mm, and the pixels are separated by 2.65 μm. The camera is pointed at a star field located at the observer’s zenith.

What is the maximum possible exposure time for a single frame such that no visible star trails appear on the image?","$\boxed{0.13\,\text{s}}$"
0.728,"In a hypothetical flat-Earth model, the Earth is assumed to be a flat circular disk that radiates as a perfect blackbody from both sides. The solar constant is $S_\odot = 1384\,\mathrm{W\,m^{-2}}$. The Earth's central axis precesses with a period of 26441 years and traces a circle of angular radius 23.8^\circ$. Initially, the Sun is located at the zenith. Determine how many years it will take for the Earth's equilibrium temperature to decrease by $\Delta T = 0.5^\circ\mathrm{C}$.","$\boxed{1199\,\mathrm{yr}}$"
0.728,"A Luminous Blue Variable (LBV) star emits ionizing photons at a rate $Q = 2.94e+48\,\mathrm{ph\,s^{-1}}$ and is surrounded by a static, homogeneous, pure hydrogen nebula. The hydrogen number density is $n_H = 3.43e+08\,\mathrm{m^{-3}}$, and the temperature of the HII region is $T_{HII} = 8.97e+03\,\mathrm{K}$. The hydrogen recombination coefficient is $\alpha = 4.01e-19\,\mathrm{m^3\,s^{-1}}$. Assuming each ionizing photon ionizes exactly one hydrogen atom and ignoring secondary ionizing photons from recombination, derive an expression for the Stromgren radius and calculate its value in parsecs.","$\boxed{0.80\,\mathrm{pc}}$"
0.56,"The Hamiltonian of a three-level system is given as $H = \begin{pmatrix}
  E_a & 0 & A \\
  0 & E_b & 0 \\
  A & 0 & E_a \\
 \end{pmatrix}$ where $A$ is real. The state of the system at time $t=0$ is (in this basis) $\psi(t=0) = \frac{1}{\sqrt{2}}\begin{pmatrix}1 \\
 1\\
 0\end{pmatrix}$ What is the expectation value of the energy at time $t$?","$\begin{equation}
    \boxed{\langle E\rangle = \frac{1}{2}(E_a+E_b)}
\end{equation}$"
0.84,"In cosmology, large-scale cosmological dark-matter halo fields are biased tracers of the underlying Gaussian matter density $\delta_m$. Assume we have a sample $\delta_m$. We simulate a halo number density field by taking $n(\mathbf{x}) = \bar{n}\max(0,1+b\delta_m(\mathbf{x}))$, where bare number density $\bar{n}$ and bare bias $b$ are specified constants. What is the bias of the sampled halo field? Derive an equation to evaluate the bias which depends on the bare bias and the variance in each pixel.","The bias of the sampled halo field is given by:
$\begin{equation}
\boxed{
b^{'} = \frac{b \Phi_1\left(\frac{1}{|b|\sigma}\right)}{\Phi_1\left(\frac{1}{|b|\sigma}\right)+|b|\sigma\phi_1\left(\frac{1}{|b|\sigma}\right)}}
\end{equation}$
where $\Phi_1$ is the normal cumulative distribution function, $\phi_1$ is the standard normal probability density function, $b$ is the bare bias, and $\sigma$ is the pixel variance."
0.56,Assume we live in a 4+1 dimensional spacetime. How does the total energy density of a black body scale with temperature T. Find the exponent $n$ in the expression $u \propto T^{n}$.,$\boxed{n=5}.$
0.84,"Consider a situation where a space-probe very briefly fires its rockets while passing a planet of mass \(M\) at periapsis, its nearest point to the planet. Suppose that the probe is on a parabolic trajectory and at periapsis, when travelling at velocity $v_e$, it results in a boost of $\delta v$. What will be its speed once it escapes the planet's gravitational field only in terms of $v_e$ and $\delta v$?","$\begin{equation}
    \boxed{v_\infty = \delta v\sqrt{1+\frac{2v_e}{\delta v}}}
\end{equation}$"
0.84,"Suppose $C$ is the capture rate of dark matter in an astrophysical body. Let $C_{A}$ be the dark matter annihilation rate per effective volume. Then an approximate Boltzmann equation governing the number $N$ of dark matter particles in the astrophysical body is $\frac{d N}{dt}=C-C_{A}N^{2}.$ If initially, $N(0)=0$, what is $N(t)$ as a function of time?","$\begin{equation}
\boxed{N=\frac{\sqrt{C}}{\sqrt{C_{A}}}\frac{\left(e^{2\sqrt{C C_A}t}-1\right)}{\left(e^{2\sqrt{C C_A}t}+1\right)}}.
\end{equation}$"
0.84,"Consider

$\begin{equation}
\mathcal{L} = \left\{ \sum_{i=1}^2 \left[ \frac{1}{2} (\partial_\mu \phi_i)(\partial^\mu \phi_i) - \frac{m_i^2}{2} \phi_i \phi_i \right] - \frac{\lambda}{4} \phi_1^2 \phi_2^2 \right\}
\end{equation}$

What is the differential cross section $\frac{d\sigma}{d\Omega}$ for $\phi_1 (\vec{k}_1) \phi_1 (-\vec{k}_1) \to \phi_2 (\vec{k}_1') \phi_2 (-\vec{k}_1')$ in the CM frame accurate to $O(\lambda^2)$? Express your final answer in terms of Mandelstam variables.",\boxed{N=\frac{\sqrt{C}}{\sqrt{C_{A}}}\frac{\left(e^{2\sqrt{C C_A}t}-1\right)}{\left(e^{2\sqrt{C C_A}t}+1\right)}}.
0.952,"Consider a coupled simple harmonic oscillator governed by the Hamiltonian

$\begin{align}
H & =\sum_{i=1}^{2}\frac{1}{2}\left(\frac{p_{i}^{2}}{m}+kx_{i}^{2}\right)+g\frac{(x_{1}-x_{2})^{2}}{2}.
\end{align}$

If the ground state is $|\Omega\rangle$ and the operator $\hat{\rho}$ is the vacuum density matrix partially traced over the $|w\rangle_{x_{2}}$ components (satisfying $\hat{x}_{2}|w\rangle_{x_{2}}=w|w\rangle_{x_{2}}$),
i.e.

$\begin{equation}
\hat{\rho}\equiv\int dx_{1}''\int dx_{1}'\int dw\left(|x_{1}''\rangle_{x_{1}}\,_{x_{1}}\langle x_{1}''|\otimes\,_{x_{2}}\langle w|\right)\left(|\Omega\rangle\langle\Omega|\right)\left(|x_{1}'\rangle_{x_{1}}\otimes|w\rangle_{x_{2}}\,_{x_{1}}\langle x_{1}'|\right)
\end{equation}$

which is an operator acting on a reduced Hilbert space, compute 

$\begin{equation}
S\equiv-\mathrm{Tr}_{x_{1}}\left[\hat{\rho}\ln\hat{\rho}\right]
\end{equation}$

which involves the trace over $x_{1}$ states.","$\begin{equation}
\boxed{\omega_{1}=\sqrt{\frac{k}{m}}\,\,\,\,\,\,\,\,\omega_{2}=\sqrt{\frac{k+2g}{m}}}.
\end{equation}$

\begin{equation}
S = \boxed{-\ln\left(\frac{4\sqrt{\omega_{1}\omega_{2}}}{\left(\sqrt{\omega_{1}}+\sqrt{\omega_{2}}\right)^{2}}\right)-\left(\frac{(\omega_{2}-\omega_{1})^{2}}{4\sqrt{\omega_{1}\omega_{2}}\left(\sqrt{\omega_{1}}+\sqrt{\omega_{2}}\right)^{2}}\right)\ln\left(\frac{(\omega_{2}-\omega_{1})^{2}}{\left(\sqrt{\omega_{1}}+\sqrt{\omega_{2}}\right)^{4}}\right)}
\end{equation}

where

\begin{equation}
\boxed{\omega_{1}=\sqrt{\frac{k}{m}}\,\,\,\,\,\,\,\,\omega_{2}=\sqrt{\frac{k+2g}{m}}}.
\end{equation}"
0.952,"For the action

$\begin{equation}
S = \int dt a^3(t) \left\{ \frac{1}{2} \dot{\phi}^2 - V_0 \exp \left[ - \sqrt{\frac{2}{q}} \left( \frac{\phi}{M_P} \right) \right] \right\}
\end{equation}$

where \( q \) and \(V_0\) are constants, derive and solve (integrate) the equation of motion for the field $\phi$ assuming slow-roll inflation and initial condition $\phi(t=0) = \phi_0$.",$\boxed{\phi = \sqrt{2q} M_P \ln \left\{ \exp \left[ \sqrt{\frac{1}{2q}} \left( \frac{\phi_0}{M_P} \right) \right] + \frac{1}{M_P q} \sqrt{\frac{V_0}{3}} t \right\}.}$
0.56,"Consider the theory

$\begin{equation}
\mathcal{L}=i\bar{\xi}\bar{\sigma}^{\mu}\partial_{\mu}\xi+|\partial\phi|^{2}-|F|^{2}
\end{equation}$

where $\xi$ is a 2-component Weyl spinor while $\phi$ and $F$ are complex scalar fields. Suppose you want to make the following infinitesimal transformation a symmetry of this theory:

$\begin{equation}
\delta_{\eta}\xi_{\alpha}=i\sqrt{2}\sigma_{\alpha\dot{\alpha}}^{\mu}\bar{\eta}^{\dot{\alpha}}\partial_{\mu}\phi+\sqrt{2}\eta_{\alpha}F
\end{equation}$

\begin{align*}
\delta_{\eta}\bar{\xi}_{\dot{\beta}} & = [i\sqrt{2}\sigma_{\beta\dot{\alpha}}^{\mu}\bar{\eta}^{\dot{\alpha}}\partial_{\mu}\phi+\sqrt{2}\eta_{\beta}F]^{\dagger}\\
 & = -i\sqrt{2}(\bar{\eta}^{\dot{\alpha}}\sigma_{\dot{\alpha}\beta}^{\mu*})^{*}\partial_{\mu}\bar{\phi}+\sqrt{2}\bar{\eta}_{\dot{\beta}}\bar{F}\\
 & = -i\sqrt{2}\eta^{\alpha}\sigma_{\alpha\dot{\beta}}^{\mu}\partial_{\mu}\bar{\phi}+\sqrt{2}\bar{\eta}_{\dot{\beta}}\bar{F}\numberthis
\end{align*}

$\begin{equation}
\delta_{\eta}F=i\sqrt{2}\bar{\eta}_{\dot{\alpha}}\bar{\sigma}^{\mu\dot{\alpha}\alpha}\partial_{\mu}\xi_{\alpha}=i\sqrt{2}\bar{\eta}\bar{\sigma}^{\mu}\partial_{\mu}\xi
\end{equation}$

\begin{align*}
\delta_{\eta}\bar{F} & = -i\sqrt{2}(\bar{\eta}\bar{\sigma}^{\mu}\partial_{\mu}\xi)^{\dagger}\\
 & = -i\sqrt{2}(\partial_{\mu}\xi)^{\dagger}(\bar{\sigma}^{\mu})^{\dagger}(\bar{\eta})^{\dagger}\\
 & = -i\sqrt{2}\partial_{\mu}\bar{\xi}\bar{\sigma}^{\mu}\eta\numberthis
\end{align*}

along with $\delta_{\eta}\phi$ and $\left(\delta_{\eta}\phi\right)^{\dagger}$ where $\eta$ is a spacetime-independent infinitesimal fermionic parameter inducing the transformation. Find the transformation rule $\delta_{\eta}\phi$ and $\left(\delta_{\eta}\phi\right)^{\dagger}$ for the action associated with $\mathcal{L}$ to remain invariant.","$\begin{equation}
\boxed{\delta_{\eta}\phi=-\sqrt{2}\eta\xi,\quad\left(\delta_{\eta}\phi\right)^{\dagger}=-\sqrt{2}\bar{\xi}\bar{\eta}}.\label{eq:L4-susy}
\end{equation}$"
